lga_code16,lga_name16,lga_type16,area_sqkm,latitude,longitude
53800,Greater Geraldton,C,9909.0003,-28.561547868219,115.497148486141
53920,Halls Creek,S,133061.0128,-19.2582169194368,127.61695305418
53990,Harvey,S,1727.6068,-33.10110481201,115.912495555444
54060,Irwin,S,2369.3298,-29.3260419798171,115.09181130991
54130,Jerramungup,S,6508.5904,-34.0704400130571,119.101265431331
54170,Joondalup,C,98.9285,-31.7834926802148,115.766703216899
54200,Kalamunda,S,324.2957,-32.0122450728493,116.122763451519
54280,Kalgoorlie/Boulder,C,95498.052,-30.7494131444048,125.051226658907
54310,Karratha,C,15239.4525,-21.0492260882868,117.035895027343
54340,Katanning,S,1518.1854,-33.6483004438378,117.684216306672
54410,Kellerberrin,S,1915.433,-31.582345843006,117.814525832731
54480,Kent,S,5624.5818,-33.5508293504359,118.572235517469
54550,Kojonup,S,2930.9926,-33.9076365913098,117.048011838827
54620,Kondinin,S,7440.8016,-32.427317137483,119.184799181634
54690,Koorda,S,2832.3131,-30.5904915636462,117.425461424063
54760,Kulin,S,4718.9219,-32.7175201231912,118.576106166811
54830,Kwinana,C,120.0121,-32.2276902022262,115.828662037575
54900,Lake Grace,S,11886.3199,-33.0598971585763,119.287528436321
54970,Laverton,S,179984.601,-27.891120940985,125.401477674999
55040,Leonora,S,31915.0562,-28.2123279235976,121.145366050999
55110,Mandurah,C,174.8967,-32.6337959484482,115.682924023853
55180,Manjimup,S,7029.6077,-34.5571401713522,116.325678146967
55250,Meekatharra,S,100188.5477,-25.1401103613913,118.864012735764
55320,Melville,C,52.8506,-32.0474466098712,115.829388153899
55390,Menzies,S,124110.9368,-29.5751053885448,123.970915440334
55460,Merredin,S,3293.7824,-31.5153277519977,118.359348802118
55530,Mingenew,S,1934.8857,-29.1581991517113,115.484249347916
55600,Moora,S,3763.0254,-30.4980581897333,116.185443777013
55670,Morawa,S,3510.5928,-29.066919482649,116.017087286851
55740,Mosman Park,T,4.3472,-32.0148043873717,115.765545732715
55810,Mount Magnet,S,13858.1182,-28.2380656005614,117.976408386355
55880,Mount Marshall,S,10184.5937,-30.1837661561214,117.962177714127
55950,Mukinbudin,S,3426.9441,-30.6299535380647,118.311135785626
56090,Mundaring,S,643.1794,-31.8999367108402,116.251639221041
56160,Murchison,S,45046.0922,-26.7518464711574,116.299754036369
56230,Murray,S,1703.4688,-32.6236626608864,115.989431583673
56300,Nannup,S,3053.9361,-34.1284358623806,115.663896134458
56370,Narembeen,S,3809.0285,-32.047115719459,118.653848223959
56460,Narrogin,S,1631.3024,-32.9953781215669,117.262249440296
56580,Nedlands,C,19.9466,-31.9724000606281,115.789948588913
56620,Ngaanyatjarraku,S,159821.7026,-25.0948425749581,126.835363170331
56730,Northam,S,1431.2215,-31.6859473287975,116.635996056437
56790,Northampton,S,12543.7142,-27.75307949166,114.645913700727
56860,Nungarin,S,1166.0245,-31.14939384491,118.20808814043
56930,Peppermint Grove,S,1.0677,-31.9993332083388,115.7671427279
57000,Perenjori,S,8301.3551,-29.4439405967053,116.611416174571
57080,Perth,C,12.0213,-31.9576343458506,115.850662562492
57140,Pingelly,S,1294.5721,-32.5199590881504,117.222046475883
57210,Plantagenet,S,4876.6821,-34.5972190019849,117.561968987611
57280,Port Hedland,T,18417.0777,-20.9291230610228,118.673203522268
57350,Quairading,S,2016.9269,-32.0048156964804,117.423439715323
57420,Ravensthorpe,S,9841.7503,-33.6161956344792,120.138598491565
57490,Rockingham,C,257.497,-32.3441825286511,115.788996800714
57630,Sandstone,S,32605.2911,-28.3359144298072,119.173112705407
57700,Serpentine-Jarrahdale,S,901.2056,-32.3442558026208,116.034331029869
57770,Shark Bay,S,24201.3839,-26.5367245036926,114.52514194515
57840,South Perth,C,19.8116,-31.9978570546032,115.870014801098
57910,Stirling,C,104.727,-31.8856932407319,115.819626914288
57980,Subiaco,C,6.9764,-31.9576593636313,115.818670238887
58050,Swan,C,1043.2271,-31.7414237190159,116.06742230559
58190,Tammin,S,1101.692,-31.6066762650235,117.494990860776
58260,Three Springs,S,2656.6928,-29.5257673098207,115.577315708568
58330,Toodyay,S,1691.6486,-31.4710927054306,116.380654669015
58400,Trayning,S,1651.2043,-31.1440117630229,117.806873253722
58470,Upper Gascoyne,S,57809.8737,-24.7265892923718,116.355111143346
58510,Victoria Park,T,17.9397,-31.9797136936167,115.90147001019
58540,Victoria Plains,S,2551.0132,-31.0143350258959,116.319593936876
58570,Vincent,C,11.3769,-31.9312904032679,115.852544586359
58610,Wagin,S,1946.1763,-33.2766935735063,117.369929065194
58680,Wandering,S,1903.8645,-32.5471827807234,116.581255084119
58760,Wanneroo,C,685.068,-31.6122814047644,115.763256730668
58820,Waroona,S,832.2286,-32.8579523338828,115.920095289167
58890,West Arthur,S,2831.8272,-33.4571301691839,116.739367190266
59030,Westonia,S,3319.4497,-30.9675768672028,118.656247019307
59100,Wickepin,S,2040.8985,-32.8069647585336,117.671761691664
59170,Williams,S,2304.7119,-33.0714270732556,116.728089223699
59250,Wiluna,S,181297.3382,-25.3120281964936,122.245079532476
59310,Wongan-Ballidu,S,3365.0675,-30.7171307773265,116.842614215158
59320,Woodanilling,S,1128.8348,-33.5336658623814,117.338062341707
59330,Wyalkatchem,S,1594.4885,-31.18668907093,117.435277036076
59340,Wyndham-East Kimberley,S,112065.9843,-15.55897818577,127.05167702393
59350,Yalgoo,S,27949.4641,-28.5651730818383,117.05027308579
59360,Yilgarn,S,30428.765,-30.9573479728698,119.341985048484
59370,York,S,2131.5916,-31.9263797068441,116.735427926079
59499,No usual address (WA),,0,,
59799,Migratory - Offshore - Shipping (WA),,0,,
60210,Break O'Day,M,3523.8859,-41.4253079566417,148.049894605736
60410,Brighton,M,171.1599,-42.7193425564517,147.260947605086
60610,Burnie,C,610.9529,-41.2160578338863,145.806193672787
60810,Central Coast (Tas.),M,933.0892,-41.2812476807072,146.040023349855
61010,Central Highlands (Tas.),M,7982.4155,-42.2123456189751,146.64605834461
61210,Circular Head,M,4898.011,-41.078948789854,145.014654262156
61410,Clarence,C,377.9552,-42.8370262798852,147.434134065949
61510,Derwent Valley,M,4108.1021,-42.8129698285084,146.421355123958
61610,Devonport,C,111.259,-41.2086969274122,146.311899433532
61810,Dorset,M,3230.5456,-41.0721213745254,147.708514544917
62010,Flinders (Tas.),M,1996.6244,-40.1193670839542,148.09784891889
62210,George Town,M,653.4377,-41.1021798747895,147.026016591849
62410,Glamorgan/Spring Bay,M,2591.5618,-42.269180059913,147.965347310874
62610,Glenorchy,C,121.1483,-42.839333146404,147.219760471438
62810,Hobart,C,77.9097,-42.8978387525393,147.287606595667
63010,Huon Valley,M,5507.3541,-43.2514297080677,146.597154815832
63210,Kentish,M,1156.1887,-41.4539693095177,146.183514492971
63410,King Island,M,1095.7407,-39.8638139789043,143.985480101713
63610,Kingborough,M,720.1029,-43.1891988416465,147.262334732365
63810,Latrobe (Tas.),M,600.4617,-41.2439831563992,146.56002152213
64010,Launceston,C,1413.6306,-41.3606342424622,147.305814726015
64210,Meander Valley,M,3330.8145,-41.6266543779393,146.484781614844
64610,Northern Midlands,M,5135.2503,-41.8401869257506,147.460168215539
64810,Sorell,M,583.6761,-42.7786570601345,147.696128927246
65010,Southern Midlands,M,2615.4934,-42.434562227359,147.400550760362
65210,Tasman,M,660.4962,-43.0546651081096,147.834644871036
65410,Waratah/Wynyard,M,3535.9075,-41.3832415525306,145.495380736419
65610,West Coast,M,9583.5388,-42.2981881375873,145.637319009409
65810,West Tamar,M,691.147,-41.2816419665381,146.864396214389
69499,No usual address (Tas.),,0,,
69799,Migratory - Offshore - Shipping (Tas.),,0,,
70200,Alice Springs,T,327.7133,-23.7350731335645,133.854768624081
70420,Barkly,R,322713.2188,-19.4440960424418,135.084746207884
70540,Belyuen,S,41.4054,-12.5381846330621,130.683180527788
70620,Central Desert,R,281312.0262,-21.4898365922268,132.415299914484
70700,Coomalie,S,2056.0547,-13.125752177508,131.082854067767
71000,Darwin,C,111.2725,-12.3984254582146,130.887001957801
71300,East Arnhem,R,33309.9334,-12.9332437292618,135.745530783581
72200,Katherine,T,7416.6444,-14.6901726943678,132.19508198088
72300,Litchfield,M,2903.1459,-12.5374507729503,131.121800574637
72330,MacDonnell,R,268329.3474,-24.6373016339172,133.161508614247
72800,Palmerston,C,52.6559,-12.5025194105554,130.979176786191
73600,Roper Gulf,R,185210.2475,-15.4348397033859,134.651130976911
74050,Tiwi Islands,R,7483.1661,-11.5598454600379,130.816296139098
74550,Victoria Daly,R,153287.0839,-16.249586274424,130.658626915299
74560,Wagait,S,5.6378,-12.4412354563658,130.749704696444
74660,West Arnhem,R,49675.0343,-12.5080581736812,133.258513531361
74680,West Daly,R,14069.6979,-14.2230073178362,130.060339366444
79399,Unincorporated NT,,19790.0427,-13.112453526691,131.187217053692
79499,No usual address (NT),,0,,
79799,Migratory - Offshore - Shipping (NT),,0,,
89399,Unincorporated ACT,,2358.172,-35.4887660813574,149.002523069712
89499,No usual address (ACT),,0,,
89799,Migratory - Offshore - Shipping (ACT),,0,,
99399,Unincorp. Other Territories,,256.3162,-20.7972651817048,128.368542906232
99499,No usual address (OT),,0,,
99799,Migratory - Offshore - Shipping (OT),,0,,
